ID;Název;Stavba;Investor;Klient;"Rozsah služby";Realizace;"Rozpočtové náklady";Popis;Datum;Č.zak.;HIP;Menu;"Významná reference"
14;"Rubeška II";"Bytový komplex Rubeška II, Praha 9";"CON Invest a.s.";"CON Invest a.s.";"DSP 2002, RDS 2003";2003;"200 mil. Kč";"Nový bytový komplex Rubeška II pro 350 bytů je situován v blízkosti Náměstí OSN mezi ulicemi Sokolovská a železniční tratí Praha - Lysá n. Labem. Jedná se o soubor budov sestávající ze čtyř samostatných bloků o jednom až dvou samostatných vchodech, spočívající na společné suterénní podnoži. Bloky A, B, C na sebe konstrukčně navazují a jsou situovány k severní a východní hranici zájmového území, blok D tvoří samostatný objekt, který uzavírá klidový vnitroblok z východu, jihu a západu. Ve dvou suterénních patrech, která třemi výškovými úrovněmi sledují daný průběh terénu, jsou navržena parkovací stání, technické místnosti objektu a pronajímatelné skladové prostory. Na úrovni parteru jsou umístěny převážně pronajímatelné obchody nebo restaurační provozy, v nadzemních částech všech bloků potom bytové jednotky, resp. prostory k přechodnému pobytu. Nosná konstrukce objektu je navržena stěnodesková z monolitického železobetonu, se dvěma podzemními a devíti až desíti nadzemními podlažími. Podzemní část je rozdělena na dva dilatační celky, dva samostatné nadzemní bloky (věže) jsou navrženy pouze na části půdorysu, zbývající část je řešena jako parter. Obrys má přibližně tvar nepravidelného lichoběžníka o celkových rozměrech 60 x 70,5 až 83,5 metrů, dilatační spára probíhá převážně podél osy G a osy I. Dvoupodlažní podzemní část je navržena jako železobetonová vodotěsná vana bez dodatečných izolací. Objekty jsou zasypány do úrovně podlahy přízemí a s ohledem na přítomnost spodní vody nadimenzovány na vodní přetlak do úrovně stropní desky nad 2.PP. Nadzemní část objektu je navržena jako dva samostatné dilatační celky pro bloky ABC a blok D.";"12. 03. 2015";05402.1-1;VV;pstavby;
70;"SD Spořilov";"Sběrný dvůr Spořilov";"OMI MHMP";"OMI MHMP";"DUR, DSP+ DZS 2001, RDS 2002";2002;"42 mil. Kč";"Na pozemcích daných územním plánem hl. m. Prahy v prostoru mezi Jižní spojkou a železniční tratí na k. ú. Záběhlice se nachází území určené pro technické odpady. Zde byl navržen sběrný dvůr, který slouží pro sběr veškerého komunálního odpadu, včetně nebezpečných odpadů od občanů.%%_x000D_Jedná se o novostavbu s následující  náplní:%%_x000D_
•	Celkový rozsah sběrného dvora činí cca 3.000 m2%%_x000D_
•	Potřebné inženýrské sítě,  včetně osvětlení%%_x000D_
•	Nájezdová rampa se zastřešením%%_x000D_
•	Přístřešky pro speciální kontejnery na nebezpečné odpady a pro uložení vyřazených chladicích zařízení%%_x000D_
•	Domek pro obsluhu dvora%%_x000D_
•	Oplocení areálu%%_x000D_
•	Prostor pro kontejnery včetně rezervních, pro štěpkovač%%_x000D_
•	Úprava stávající komunikace umožňující příjezd vozidel%% _x000D_
_x000D_
Složitost realizace spočívala i ve špatných hydrogeologických podmínkách pro zakládání objektů i zpevněných ploch.%% _x000D_
";"12. 03. 2015";00502.1-2;JB;dstavby;
58;"Shopping centrum Bořislavka";"Office & Shopping Centrum Bořislavka, komunikace a parking";"Office & Shopping Centrum Bořislavka";"A.D.N.S. Production s.r.o.";"DUR 2007, DSP a DZS 2008";"v přípravě";"15,5 mil. Kč";"Projekt řeší dopravní obslužnost v souvislosti s připravovanou výstavbou nového obchodně administrativního a obytného areálu Office & Shopping Centrum Bořislavka.%%_x000D_Dopravní obslužnost centra je řešena napojením na ulici Liberijskou v blízkosti Kladenské a přímo do ulice Kladenské. Doprava generovaná novým centrem ovlivní intenzitu dopravy na stávající signalizované křižovatce Evropská – Liberijská a i v ulici Kladenské. V souvislosti s výstavbou budou upraveny ulice Evropská, Kladenská a Liberijská.%%_x000D_
Součástí návrhu je i návrh zpevněných ploch a komunikací pro zásobování obchodního centra a schéma DZ v podzemních garážích včetně jejich napojení na komunikační síť pomocí přístupových ramp. %%_x000D_
Nově je navrženo i dopravní značení na venkovních komunikacích v souvislosti s novými komunikacemi a požadavky na pěší dopravu. Lokální změny jsou rovněž navrženy v systému odvodnění dotčených komunikací a zpevněných ploch._x000D_
";"12. 03. 2015";17207.3-2;JB;dstavby;
42;SSZ;"Stavební úpravy signalizovaných křižovatek";"OMI MHMP, TSK hl. m. Prahy";"AŽD a.s., Eltodo DS";"DÚR, DSP a RDS 2004-2010";průběžně;"0.5 – 4 mil. Kč";"Příklady stavebních úprav na nových, případně upravovaných křižovatkách v Praze. Návrhy vycházejí z dopravních řešení jednotlivých křižovatek. Rozsah úprav je značně různorodý, od lokálních změn polohy obrubníku, až po rozsáhlejší zásahy do chodníkových a vozovkových ploch, vytvoření signálních a varovných pásů k přechodům pro chodce, snížení obrubníků v místě přechodů a další. V případě potřeby jsou prováděny úpravy nejbližšího okolí křižovatky, včetně event. návrhu opěrných zídek nebo atypických stožárů a portálů světelné signalizace.%% _x000D_Tyto úpravy byly navrženy na cca 40 křižovatkách v Praze, příklady viz níže.%%_x000D_
SSZ 8.920 Kostelecká – Ďáblická%%_x000D_
SSZ 6.123 Evropská – Libocká%%_x000D_
SSZ 6.132 Evropská - Starodejvická%%_x000D_
SSZ 5.493 Jeremiášova - Archeologická%%_x000D_
SSZ 2.029 IP Pavlova - Sokolská%%_x000D_
SSZ 6.113 Čs. armády - Bubenečská%%_x000D_
SSZ 6.167 Jugoslávských partyzánů - Terronská%%_x000D_
SSZ 0.370 Průběžná – V Korytech%%_x000D_
SSZ 8.236 Zenklova – Nad Šutkou%%_x000D_
SSZ 0.345 V Korytech – Želivecká%%_x000D_
SSZ 0.354 V Korytech – rampa JS%%_x000D_
SSZ 0.320 Ruská - Moskevská%%_x000D_
SSZ 8.243 Střelničná - Zdibská%%_x000D_
SSZ 6.169 Evropská - Vlastina%%_x000D_
SSZ 6.713 Evropská – zastávka Dejvická%%_x000D_
SSZ 6.150 Patočkova – U dělnického cvičiště%%_x000D_
SSZ 6.153 Plzeňská – Makovského%%_x000D_
SSZ 9.605 Českobrodská – Broumarská%%_x000D_
SSZ 5.570 K Barrandovu – Štěpařská%%_x000D_
SSZ 5.579 Strakonická - Moulíkova%%_x000D_
SSZ 5.526 Plzeňská - Musílkova%%_x000D_
SSZ 5.569 K Barrandovu - Lamačova%%_x000D_
";"12. 03. 2015";;;dstavby;
15;"Štěrboholy - napojení Europark";"Příjezdová komunikace Štěrboholy - napojení Europark";"CA Leasing - EURO s.r.o.";"CA Leasing - EURO s.r.o.";"DUR 2006, DSP 2006, DZS 2006";2007;"43 mil. Kč";"Jedná se o výstavbu příjezdové komunikace, která bude v současnosti sloužit k propojení areálu Europarku s rychlostní  komunikací Štěrboholská radiála přes prostor Čerpací stanice Agip. Příjezdová komunikace by se v budoucnu měla stát součástí mimoúrovňového křížení, propojujícího areál Europarku přímo se Štěrboholskou radiálou a dále i s ulicí Průmyslovou, jehož realizace odkloní významnou část dopravy mimo samotnou městskou část Štěrboholy.%%_x000D_Celková délka trasy činí cca 512 m. V rozhodující části se jedná o komunikaci kategorie MO2 9,5/8/50 v části s chodníkem šířky 2,0 m a nezpevněnou krajnicí šířky 1,0 m a MO2k 9/8/50 s nezpevněnými krajnicemi šířky 1,0 m.%%Součástí stavby byly i rozsáhlé terénní úpravy a zárubní zdi, po kterých následovaly přeložky a úpravy slaboproudých i silnoproudých kabelů, včetně přemístění trafostanice, nové kanalizační řady a veřejné osvětlení.";"12. 03. 2015";16806.1-2;JB;dstavby;
74;Stříbro–Planá;"Optimalizace trati Stříbro – Planá u Mariánských Lázní";"SŽDC s.o., SS Plzeň";"SUDOP Praha a.s.";"Přípravná dokumentace 2003, Projekt stavby 2007";2007-2009;"36 mil. Kč";"Obsahem projektu je návrh komunikací, zpevněných ploch a dopravních opatření v rámci optimalizace stávající železniční trati Stříbro – Planá u Mariánských Lázní. Konkrétně se jedná o návrh šestnácti stavebních objektů. %%_x000D_Z projekčního hlediska se jedná o úpravy komunikací v místě přejezdů a nových mostních objektů, návrhy obslužných komunikací a zpevněných ploch v návaznosti na nově navrhované kolejiště a v neposlední řadě o návrhy  úprav komunikací pro vozidla i pro pěší v místě nově navrhovaných nebo upravovaných budov a objektů (výpravní budovy, nástupiště apod.). Konstrukce komunikací a zpevněných ploch byly navrženy s ohledem na předpokládané dopravní zatížení. %%_x000D_
Nedílnou součástí projekčních prací byla i koordinace se souvisejícími stavebními objekty. Součástí projektu je rovněž řešení dopravních opatření pro celou stavbu. %%_x000D_
";"12. 03. 2015";11806.6-2;JB;dstavby;
71;"Studie Braunova";"Oprava ulice Braunova";"TSK hl. m. Prahy";"TSK hl. m. Prahy";"Studie 2008";připravováno;"2 mil. Kč";"Na základě objednávky TSK hl. m. Prahy byla zpracována studie doplnění chodníku podél parcely č. 1302 v Praze 5 Smíchově. Účelem studie je prověření možností prostorových úprav na pozemku parcely, které by umožnily provedení chodníku podél komunikace. Zároveň byla prověřena finanční náročnost řešení a získána předběžná kladná stanoviska DOSS. %%_x000D_V současné době je terén parcely o cca 2,5m níže než přilehlá komunikace, proto chodník podél parcely nebyl dosud realizován. Další komplikací bylo vedení otevřené vodoteče betonovým korytem v prostoru parcely. %%_x000D_
Návrh byl zpracován ve třech variantách s odlišným konstrukčním řešením opěrné zdi, která odděluje sjízdnou rampu na pozemek parcely od okolního terénu a zároveň přemosťuje otevřené koryto vodoteče. Délka úpravy cca 20 m zahrnuje i prostor pro úpravu inženýrských sítí._x000D_
_x000D_
";"12. 03. 2015";25308.1-2;JB;dstavby;
72;"Studie Na Kleovce";"Oprava ulice Na Kleovce";"TSK hl. m. Prahy";"TSK hl. m. Prahy";"Studie 2007";"v přípravě";"5 mil. Kč";"Na základě objednávky TSK hl. m. Prahy byla zpracována studie úpravy tras pro pěší ulice Na Kleovce v Praze 2. Studie měla za úkol prověřit technickou a finanční náročnost řešení a získat předběžná kladná stanoviska dopravních orgánů. %%_x000D_Řešený úsek mezi ulicemi Koperníkova a Perucká má délku cca 250 m. Jedná se o komunikaci dlážděnou ve sklonu 12% s nepřehlednými zatáčkami. Návrh řešení byl proveden ve dvou variantách. Varianty se liší zejména polohou a šířkou navrhovaných chodníků a zpomalovacích prahů. Vzhledem k velmi špatnému stavu chodníků a vjezdů se předpokládá kompletní nová konstrukce chodníků z mozaikové dlažby se zesílením v místě vjezdů z drobné dlažby. Pro zpomalení rychlosti vozidel jsou v komunikaci navrženy 2, resp. 3 zpomalovací prahy, některé s přechody pro chodce. Bezpečnostní záchytná zařízení jako svodidla a zábradlí jsou ještě proti stávajícímu stavu rozšířena._x000D_
";"12. 03. 2015";20607.1-2;JB;dstavby;
44;"Terminál Bratislava - budova";"Nové letiště M.R.Štefánika v Bratislavě - Terminál";"Letisko M.R.Štefánika Bratislava, SR";"AGA-Letiště s.r.o.";"DSP a DZS 2008-2009";2009-2011;"2,5 miliardy SK";"Objekt nového navrženého Terminálu o rozměrech cca 182x70m a výšce cca 22m je šestipodlažní budova s 1 podzemním podlažím a 5 nadzemními podlažími. V 1.PP jsou situované technické a technologické provozy. V 1.NP je v jihozápadní části situovaná odletová veřejná hala se systémem odbavovacích ostrůvků, v severovýchodní části je umístněná příletová veřejná hala, navazující na stávající terminál. Ve 2.NP jsou navrženy pronajímatelné prostory a kanceláře, ve 3.NP bezpečnostní kontrola a tranzitní hala, ve 4.NP a 5.NP technologické prostory a strojovny._x000D_%%Nosná konstrukce nového Terminálu 1 je navržená jako kombinovaný skelet. Základní modul v podélném směru budovy je 18,0m, v příčném směru jsou moduly proměnné a pohybují se postupně v rozpětí 12,0+9,0+18,0+9,0m. V 1.PP jsou podélné a částečně i příčné moduly rozdělené vložením mezilehlých sloupů na 9,0m._x000D_
%%Podzemní podlaží je navrženo jako železobetonová monolitická konstrukce, konstrukce nadzemních podlaží je s ohledem na dispoziční požadavky podstatně komplikovanější. Navrženy jsou dle potřeby jako spřažená konstrukce beton-beton s využitím předpětí, konstrukce ocelobetonová s lokálním využitím ocelových příhradových nosníků._x000D_
%%Ocelová konstrukce střechy je tvořena spojitým příhradovým trubkovým vazníkem celkové délky cca 84,5m o dvou polích rozpětí 39,0m a 27,0m. Vyložení konzol je na vzdálenost cca 12,0m do přednádraží, resp. 6,50m do letištní části. Na horní pasy vazníku bude osazena střešní konstrukce ze samonosných panelů, doplněná světlíky v osách vazníků. Nosné konstrukce prosklených fasád jsou rovněž ocelové příhradové._x000D_
";"12. 03. 2015";23308.1-1;VV;zahranici;
45;"Terminál Bratislava - Mosty";"Nové letiště M.R.Štefánika v Bratislavě - Mosty a přístřešky";"Letisko M.R.Štefánika Bratislava, SR";"AGA-Letiště s.r.o.";"DSP a DZS 2008-2009";2009-2011;"2,5 miliardy SK";"Objekt nového navrženého Terminálu o rozměrech cca 182x70m a výšce cca 22m je šestipodlažní budova s 1 podzemním podlažím a 5 nadzemními podlažími. V 1.PP jsou situované technické a technologické provozy. V 1.NP je v jihozápadní části situovaná odletová veřejná hala se systémem odbavovacích ostrůvků, v severovýchodní části je umístněná příletová veřejná hala, navazující na stávající terminál. Ve 2.NP jsou navrženy pronajímatelné prostory a kanceláře, ve 3.NP bezpečnostní kontrola a tranzitní hala, ve 4.NP a 5.NP technologické prostory a strojovny._x000D_%%Propojení terminálu s nástupišti na odbavovací ploše je zajištěno systémem příčných spojovacích mostů (A1, A2, B1, B2, C) nad obslužnou letištní komunikací. Kromě toho je navržen most D pro pěší propojení terminálu se stávající provozní budovou._x000D_
%%Nosné konstrukce spojovacích mostů jsou ocelové příhradové, přitom typické mosty A1, A2, B1, B2 nemají vlastní stojky, ale jsou podepřeny na fasádním příhradovém nosníku budovy terminálu, resp. na konstrukci nástupištních přístřešků. Konstrukce mostů C a C4 jsou rovněž ocelové příhradové, ale částečně podepřené vlastními stojkami. Spojovací most D do provozní budovy je příhradový s chaotickým uspořádáním stojek dle požadavku architektonického řešení._x000D_
%%Nosná konstrukce nástupištních přístřešků a komunikačních krčků je ocelová, hlavním nosným prvkem jsou robustní příčné ocelové rámy, doplněné monolitickými stěnami podél schodišť a eskalátorů._x000D_
";"12. 03. 2015";23308.1-1;VV;zahranici;
17;"TOM2 - Nýřany";"Přeložka silnice II/180 Zbůch - Nýřany, Mosty přes Vejprnický potok";"Ředitelství silnic a dálnic ČR";"Stavby silnic a železnic, a.s.";"DSP 1995, RDS 1995";"1996 - 1997";"25 mil. Kč";"Mostní objekty 205 a 206 provádějí koryto Vejprnického potoka pod větvemi ¨A¨ a ¨C¨ mimoúrovňové křižovatky II/180 s dálnicí D5 Plzeň - Rozvadov. Křižovatkové větve jsou v místě křížení vedeny v násypech výšky až 9 m nad přilehlým terénem, v komplikovaných směrových a výškových poměrech. Původní DSP předpokládala návrh monolitických rámových konstrukcí délky cca 50 m ve směru vodoteče. Nehledě na značnou pracnost provedení je daný typ konstrukce nevhodný pro použití ve špatných geologických poměrech staveniště s vrstvami jílů měkké až kašovité konzistence mocnosti několika metrů. Při navrženém plošném založení je dlouhá monolitická konstrukce příliš tuhá a tímto obtížně dimenzovatelná, rozdělení na dilatační úseky realizaci dále komplikuje. Alternativní pilotové založení bylo nereálné z důvodu výrazného zvýšení stavebních nákladů, z hlediska koncepce návrhu je kombinace tuhého založení s poddajným navazujícím násypem rovněž nevhodná. Proto byl v rámci změny DSP předložen návrh nové technologie SSŽ TOM2, vyvíjené společně s dodavatelskou firmou SSŽ OZ 9. Jedná se o přesypané tenkostěnné skořepiny, sestavené z prefabrikovaných dílců, působící v interakci se zeminou. V příčném řezu vodoteče vytvářejí prefabrikáty uzavřený tubus, v podélném směru jsou poté jednotlivé segmenty  tubusu ukládány na sraz bez vzájemného propojení. Tato koncepce je velice výhodná ve špatných geologických podmínkách, jelikož ¨ohybově měkká¨ konstrukce působí jako součást násypu komunikace. Důležitý je požadavek homogenní základové spáry, aby bylo zamezeno nepřípustným diferencím sedání mezi jednotlivými segmenty, přitom absolutní hodnota sedání není rozhodující. Při první realizaci technologie TOM2 v České republice bylo nutno objasnit statické chování konstrukce z hlediska přenášení zatížení v provozním stavu, stejně jako stanovit postup provádění a hutnění zásypu. Napjatost příčného řezu tubusu byla vyšetřována na nelineárním výpočtovém modelu, který vystihuje redistribuci vnitřních sil podél střednice tubusu v závislosti na tuhosti železobetonového průřezu. Za účelem ověření shody výpočetního modelu a skutečného chování konstrukce byla realizována studijní zatěžovací zkouška ve spolupráci s ČVUT / fakultou stavební, přičemž byla konstatována velmi dobrá shoda naměřených a vypočtených hodnot.";"12. 03. 1996";112;PK;mosty;1
11;"TOM2 - Ostrov";"Obchvat silnice I/13 Ostrov, SO 206 Most na obj. 101 v km 5,336";"Ředitelství silnic a dálnic ČR";"SUDOP PRAHA a.s.";"RDS 2003";2004;"30 mil. Kč";"Mostní objekt byl budován v rámci stavby Obchvat silnice I/13 a umožnil převedení komunikace přes Borecký potok. Převáděná komunikace I/13 je v místě objektu vedena ve směrovém oblouku o poloměru 650 m a v podélném spádu 0,5 %. Šířkové uspořádání komunikace odpovídá kategorii S11,5/70. Objekt byl založen plošně ve svahové stavební jámě. Jílovitý štěrk pod úrovní základové spáry se nahradil hrubým štěrkem. Most je navržen jako klenbová prefabrikovaná konstrukce s přesypáním. Klenbová tenkostěnná konstrukce spolupůsobí se zemním tělesem. Průřez je sestaven ze 4 dílů prefabrikátů TOM2 S3 (spodní díl, 2 boční díly, klenbový díl) délky 2,2 m, resp. 1,1 m (spodní díl). Křídla jsou upravena ze standardních bočních dílů. Jednotlivé prstence sestavené z dílů jsou montovány tak, aby spára mezi nimi byla 1 cm. Prstence jsou vzájemně propojeny průběžným petlicovým spojem mezi bočním a spodním dílem. Křídla konstrukce odpovídají sklonu násypu. První a poslední klenbový díl je vykrojený. Použití prefabrikované konstrukce výrazně zrychlilo stavbu mostu.";"12. 03. 2015";06003.1-1;PK;mosty;
39;"Tvrz Orlice";"Revitalizace areálu středověké tvrze Orlice";"Eywan s.r.o.";"3AS  Jiří Solnař";"DSP 2008";"v přípravě";"15 mil. Kč";"Nová přístupová komunikace nahrazuje stávající polní cestu. Přístupová komunikace spojuje stávající komunikaci Jablonská (jedná se o páteřní komunikaci města Letohrad, spojující Letohrad a Verměřovice, číslo III/3141) se středověkou tvrzí Orlice. V rámci návrhu této přístupové komunikace je navrženo obratiště pro autobusy spojené se zpevněnou plochou pro odstavení autobusů a parkovištěm pro osobní automobily.%%_x000D_V rámci vnitřních areálových komunikací jsou navrženy pojezdové zpevněné plochy, parkovací plochy pro návštěvníky tvrze a chodníky. Areálové plochy jsou napojeny i na stávající polní cestu._x000D_
";"12. 03. 2015";25708.1-2;JB;dstavby;
19;Ueckermünde;"Přemostění řeky Uecker v Ueckermünde, Rekonstrukce zvedacího mostu";"SBA Neustrelitz";"Ingenieurbüro KBP Rostock";"RDS 1994 - 1995";"1995 - 1996";;"Mostní objekt se zvedacím mostem převádí jednu z hlavních městských ulic Ueckerstraße přes řeku Uecker, která je v dotčeném úseku využívána pro provoz jachet a menších plavidel. Původní zvedací most byl již nefunkční a s ohledem na jeho celkově špatný stav a omezení pro říční plavbu bylo rozhodnuto o jeho demolici a výstavbě nového mostu. Návrh nového mostního objektu vychází z charakteru okolní zástavby starého městského centra, jakož i vodoteče, a proto je prakticky zachováno dispoziční řešení původního mostu. Zásadnější změna se týká zvedacího mostu, který využívá hydraulické zařízení v podzemní strojovně, a proto nevyžaduje výrazné protizávaží, typické pro většinu menších zvedacích mostů. Realizační dokumentaci jakož i vlastní dodávku ocelového zvedacího mostu prováděla firma Klaas Siemens se sídlem v Brémách. Vlastní mostní objekt sestává z jednopolového železobetonového pevného mostu, zvedací ocelové části a dvoupodlažního železobetonového podzemního objektu strojovny, jehož zastropení plní rovněž funkci krajního přechodového mostního pole. Založení je navrženo vesměs hlubinné na vibroberaněných pilotách, krajních opěr kombinovaných se štětovými stěnami. Problémem projektu i realizace bylo zejména provádění spodní stavby včetně založení. Jelikož únosnost původního založení nebylo možné prokázat, bylo nutno původní dřevěné piloty z větší části odstranit, aby bylo možné provést piloty nové. Stavební jámy, situované na vrstvách rašelin a s úrovní dna až 7 m pod hladinou, byly rozpírány v několika úrovních. Kromě zajištění statiky bylo nutno řešit též problém hydraulické únosnosti dna jámy. V rámci dokončovacích prací byly řešeny komunikační úpravy předmostí, jakož i kompletní návrh domků obsluhy včetně signalizačního zařízení.";"12. 03. 1996";113;VV;zahranici;
57;Ústřední;"TV Štěrboholy, rekonstrukce ulice Ústřední";"OMI MHMP";"OMI MHMP";"studie, DUR + DSP 2009, DPS 2010";"2009 -  2010";"45 mil. Kč (KOM 25 mil.Kč +KAN+VO 20 mil.Kč)";"Ulice Ústřední je páteřní komunikací městské části Štěrboholy vedoucí od ulice Černokostelecká po Českobrodskou v Dolních Počernicích. Rozsah stavby je od křižovatky Ústřední – Slibná za čtyřpruhovým úsekem podél Europarku s ukončením za křižovatkou Ústřední – Novoštěrboholská. Celková délka činí 1303 m.%%_x000D_V uličním profilu Ústřední jsou kromě vozovky rekonstruovány, případně doplněny, chodníky a vjezdy. Z inženýrských sítí dojde k nové výstavbě dešťové kanalizace v celém úseku stavby a lokálně pak k přeložkám a úpravám kabelů Telefónica O2 a Eltodo Citelum – přisvětlení přechodů pro chodce i veřejného osvětlení.%%_x000D_
Stavby vyžadovala složitá dopravní opatření v několika stavebních etapách, včetně přemístění tras autobusové MHD.%%_x000D_
";"12. 03. 2015";10109.5-2;JB;dstavby;
18;"UTRE - Třebovská";"Optimalizace TÚ Ústí n. O. - Č. Třebová, Nadjezd Třebovské ulice";"ČD DDC, SS Praha";"SUDOP PRAHA a.s.";"DSP 2000, DZS 2000, RDS 2002";"2002 - 2003";"90 mil. Kč";"Most se nachází nedaleko železniční zastávky Ústí nad Orlicí a převádí trať přes Třebovskou ulici. Z dopravního hlediska je situace pod mostem komplikovaná, protože komunikace je zde prostorově omezena okolní zástavbou a navíc zde odbočuje komunikace směrem k železniční zastávce. V prostoru mostu se vyskytují inženýrské sítě. Celková koncepce vycházela z dopravního řešení křižovatky a prostorových, zejména výškových možností, které byly v tomto případě limitující. Nosnou konstrukci tvoří železobetonová monolitická deska se zabetonovanými svařovanými ocelovými nosníky. V poli 1 je použito 8 nosníků, v poli je použito 6 nosníků. Tloušťka desek je v obou polích stejná a je 0,68 až 0,775 m. Ze statického hlediska se jedná o dvě prostá pole pod každou kolejí s kolmým uložením. Spodní stavbu tvoří dvě opěry a střední pilíř, který je společný pro obě pole. Krajní opěry jsou založeny plošně. Plošné založení opěr bylo umožněno přesunutím pevného ložiska na pilíř. Pilíř takto přenáší vodorovné síly. Z tohoto důvodu byly pilíře založeny na pilotách.";"12. 03. 2015";03803.5-2;PK;mosty;
69;"V Háji";"Rekonstrukce komunikace V Háji";"TSK hl. m. Prahy";"TSK hl. m. Prahy";"DSP + RDS 2004";2005;"3 mil. Kč";"Projekt řeší rekonstrukci vozovek a přilehlých chodníků ve dvou úsecích, a to U Uránie – Dělnická a Tusarova – Jateční. Vozovky byly částečně poničeny povodní v roce 2003. Úsek Dělnická – Tusarova byl již opraven. Celková délka opravovaných vozovek činí 296,57 + 130,45= 427,02 m. K těmto základním úsekům byla přidána stavební úprava vlastní křižovatky V Háji – Tusarova.%% _x000D_Jedná se o opravu stávající křižovatky ve stávajících půdorysných poměrech. Drobnými výškovými úpravami bude docíleno lepšího odvedení dešťové vody ke stávajícím uličním vpustím. Celková plocha bude vyspádována v souladu s návaznou ulicí Tusarova jižním směrem. Zásah do chodníků je minimální a to pouze v místě bezbariérového přechodu přes ulici V Háji za křižovatkou. Křižovatky jsou řešeny jako zvýšené plocha s dlážděným krytem._x000D_
";"12. 03. 2015";06403.1-2;JB;dstavby;
20;"Vaňkovka Brno";"Obchodní galerie Vaňkovka Brno";"ECE Projektmanagement Praha s.r.o.";"Skanska Prefa a.s.";"RDS 2004";2004;"Hrubá stavba 200 mil. Kč";"Stavba obchodně společenského centra Galerie Vaňkovka je největším maloobchodním projektem v Brně s prodejní plochou 37000 m&#178; a cca 1000 parkovacích míst pro návštěvníky. Stavba je situována přímo v centru Brna v prostoru historické slévárny a strojírny Vaňkovka, mezi vlakovým a autobusovým nádražím. Do novostavby jsou integrovány historické objekty Jádrovny a Slévárny. Budova obchodního centra je navržena jako čtyřpodlažní, nepodsklepený objekt. V prvním a druhém nadzemním podlaží jsou obchodní prostory uspořádané podél vnitřních obchodních pasáží. Třetí podlaží a střecha (čtvrté podlaží) jsou využité pro parkování osobních automobilů. Z hlediska architektonicko-stavebního je budova centra rozdělena do čtyř segmentů vnitřními kolmými liniemi pasáží (Mall), které jsou zastřešeny ocelovou obloukovou konstrukcí se skleněnou výplní. Centrem objektu je komunikační a obchodní hala (Rotunda) situovaná v křížení vnitřních os / podélné a příčné  pasáže. Kruhový prostor haly je otevřen po celé výšce budovy a zastřešen prosklenou střechou na ocelové konstrukci. Konstrukčně je budova členěna na čtyři dilatační celky, značené jako sekce. Nosná konstrukce je navržena se základní modulovou osnovou 10,0 x 8,25 m, resp. 10,0 x 15,0 m v prostoru pasáže. Nosná konstrukce objektu o půdorysu 330 x 100 m je navržena jako dvou- až třípodlažní železobetonový skelet. Při návrhu byla sledována následující kritéria: Ekonomika konstrukce, tedy  zachování funkce spojitých konstrukcí, jednoduchost a rychlost montáže, tedy postupná montáž na celou výšku objektu. Výsledné konstrukční uspořádání: Hlavní rámové vazby na rozpětí 10,0 m v podélném směru objektu jsou tvořeny spojitými průvlaky a dělenými sloupy. Primární poloprůvlaky jsou spřaženy s dobetonávkou stropní desky; Příčně pnutá stropní deska na rozpětí 8,25 m je navržena jako filigránový strop s vylehčením polystyrenovými jádry - důvodem je vylehčení konstrukce a zlepšení tepelně izolačních vlastností; Zastropení Mallu je řešeno prostřednictvím příčně pnutých předpjatých žeber, uložených na primární nosníky; Stropní deska nad 1.NP je vodorovná, stropní deska nad 2. a 3.NP je v souladu se stavebním řešením vozovek parkovacích stání navržena v jednostranných spádech cca 3 %. Tento požadavek bylo nutno zohlednit v konstrukčním řešení s dopadem na složitější detaily styčníků a odlišné délky sloupů v rámci podlaží.";"12. 03. 2015";10304.1-1;VV;pstavby;1
78;Votice–Benešov;"Modernizace trati Votice – Benešov u Prahy";"SŽDC s.o., SS Praha";"SUDOP Praha a.s.";"Projekt 2008";2009-2010;"22 mil. Kč";"Železniční trať Votice - Benešov u Prahy je jednou z klíčových železničních staveb propojující střední a jižní Čechy. Předmětem projektu je návrh přístupových komunikací a zpevněných ploch v rámci modernizace stávající železniční trati. Konkrétně byly v rámci stavby navrženy tři stavební objekty, umožňující přístup vozidel ze stávající silniční sítě k jednotlivým východům resp. portálům z tunelů trati jak během stavby, tak poté i v průběhu běžného provozu na trati.%% _x000D_Z projekčního hlediska se jedná o dvě polní cesty s výhybnami šířky a návrh zpevněné plochy navazující na stávající komunikaci. Délky polních cest jsou cca 600m. V rámci návrhu byly řešeny i problémy s odvodněním, které je povrchově provedeno pomocí odvodňovacích žlabů a propustků. %%_x000D_
Vzhledem ke složitým inženýrsko-geologickým poměrům bylo potřeba vyřešit a navrhnout i úpravy pro zvýšení únosnosti podloží komunikací a snížení úrovně hladiny podzemní vody. Konstrukce komunikací byly navrženy s ohledem na předpokládané dopravní zatížení._x000D_
";"12. 03. 2015";20307.1-2;JB;dstavby;
